1,국어1
2,국어2
3,수학1
4,수학2
5,영어1
6,영어2
7,한국사0
8,한국사2
9,사회1
10,사회2
11,과학1
12,과학2
13,체육1
14,체육2
15,예술1
16,예술2
17,기술·가정1
18,기술·가정2
19,제2외국어1
20,제2외국어2
21,한문1
22,한문2
23,교양1
24,교양2
25,국어0
26,수학0
27,영어0
28,사회0
29,과학0
30,체육0
31,예술0
32,기타
